|  Palabra     |       Probabilidad         | Cantidad de Informacion   |
|   0001110    | 0.007333333333333333       | 7.091315166745946 bits
|   1011111    | 0.009333333333333334       | 6.743391863325639 bits
|   0010110    | 0.007555555555555556       | 7.04824644485406 bits
|   0001011    | 0.006222222222222222       | 7.328354364046795 bits
|   1101101    | 0.0064444444444444445      | 7.277728290976827 bits
|   1010101    | 0.009111111111111111       | 6.778157281486316 bits
|   0110000    | 0.007555555555555556       | 7.04824644485406 bits
|   1011010    | 0.006888888888888889       | 7.181512975717525 bits
|   0001010    | 0.004                      | 7.965784284662087 bits
|   0100010    | 0.007333333333333333       | 7.091315166745946 bits
|   0011110    | 0.0064444444444444445      | 7.277728290976827 bits
|   1010000    | 0.0044444444444444444      | 7.813781191217037 bits
|   0111001    | 0.008222222222222223       | 6.92625592047545 bits
|   1100100    | 0.006666666666666667       | 7.22881869049588 bits
|   0110100    | 0.0077777777777777776      | 7.006426269159433 bits
|   0110001    | 0.008666666666666666       | 6.850307067242152 bits
|   1101010    | 0.0071111111111111115      | 7.135709286104399 bits
|   1110100    | 0.0077777777777777776      | 7.006426269159433 bits
|   0011010    | 0.0071111111111111115      | 7.135709286104399 bits
|   0010011    | 0.008888888888888889       | 6.813781191217037 bits
|   0011101    | 0.008666666666666666       | 6.850307067242152 bits
|   1011000    | 0.0064444444444444445      | 7.277728290976827 bits
|   0110111    | 0.006888888888888889       | 7.181512975717525 bits
|   1000010    | 0.009333333333333334       | 6.743391863325639 bits
|   1100000    | 0.008666666666666666       | 6.850307067242152 bits
|   1110000    | 0.007333333333333333       | 7.091315166745946 bits
|   1011110    | 0.004666666666666667       | 7.743391863325639 bits
|   1011011    | 0.0071111111111111115      | 7.135709286104399 bits
|   0100110    | 0.008666666666666666       | 6.850307067242152 bits
|   0011111    | 0.0071111111111111115      | 7.135709286104399 bits
|   1001101    | 0.007555555555555556       | 7.04824644485406 bits
|   1100101    | 0.008                      | 6.965784284662088 bits
|   1111000    | 0.0077777777777777776      | 7.006426269159433 bits
|   1111110    | 0.008444444444444444       | 6.887781772660815 bits
|   1001010    | 0.009777777777777778       | 6.676277667467103 bits
|   1000100    | 0.008888888888888889       | 6.813781191217037 bits
|   1111111    | 0.012444444444444444       | 6.328354364046795 bits
|   1101111    | 0.006222222222222222       | 7.328354364046795 bits
|   0000100    | 0.009555555555555555       | 6.709444531402301 bits
|   0010000    | 0.009111111111111111       | 6.778157281486316 bits
|   1111001    | 0.007333333333333333       | 7.091315166745946 bits
|   0100001    | 0.0077777777777777776      | 7.006426269159433 bits
|   0001001    | 0.007555555555555556       | 7.04824644485406 bits
|   0111110    | 0.008444444444444444       | 6.887781772660815 bits
|   1110111    | 0.007555555555555556       | 7.04824644485406 bits
|   0011011    | 0.008                      | 6.965784284662088 bits
|   0101101    | 0.006666666666666667       | 7.22881869049588 bits
|   0110011    | 0.005555555555555556       | 7.491853096329675 bits
|   1000101    | 0.0071111111111111115      | 7.135709286104399 bits
|   1011101    | 0.009777777777777778       | 6.676277667467103 bits
|   0001111    | 0.0064444444444444445      | 7.277728290976827 bits
|   1010110    | 0.008222222222222223       | 6.92625592047545 bits
|   1100001    | 0.008888888888888889       | 6.813781191217037 bits
|   1001001    | 0.008                      | 6.965784284662088 bits
|   0101011    | 0.009777777777777778       | 6.676277667467103 bits
|   0000110    | 0.006666666666666667       | 7.22881869049588 bits
|   0011000    | 0.005111111111111111       | 7.612147330047387 bits
|   1001111    | 0.0071111111111111115      | 7.135709286104399 bits
|   1110011    | 0.008666666666666666       | 6.850307067242152 bits
|   0110101    | 0.008888888888888889       | 6.813781191217037 bits
|   0010111    | 0.007333333333333333       | 7.091315166745946 bits
|   1110110    | 0.010666666666666666       | 6.550746785383243 bits
|   1111011    | 0.008888888888888889       | 6.813781191217037 bits
